n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
3;12;16;1.000000;1.771628;0.065616;-679.032897;-650.853695;3.420029;0.679452;0.007603;2.252865;9.995078;0.018608
3;13;17;1.000000;2.785935;0.107151;-670.035882;-640.095480;3.420029;0.789653;0.007926;2.161703;9.474142;0.023608
4;2;7;1.000000;3.412220;0.094784;-683.614393;-671.285992;3.016296;0.740860;0.008843;2.053428;6.869183;0.142965
4;3;8;1.000000;3.445038;0.098430;-680.419951;-666.330350;3.016296;0.752063;0.009070;2.024909;6.925316;0.139888
4;4;9;1.000000;2.780938;0.081792;-682.155550;-666.304749;3.016296;0.733531;0.008598;2.095390;7.619075;0.106572
4;5;10;1.000000;2.869985;0.086969;-684.984918;-667.372917;3.016296;0.758043;0.008109;2.165523;9.705934;0.045683
4;6;11;1.000000;2.823930;0.088248;-684.325032;-664.951831;3.016296;0.728768;0.007573;2.207102;9.753442;0.044792
4;7;12;1.000000;2.833078;0.091390;-680.171617;-659.037215;3.016296;0.765966;0.007980;2.146127;9.566062;0.048407
4;8;13;1.000000;1.844796;0.061493;-683.908296;-661.012695;3.016296;0.709732;0.007796;2.144365;11.270471;0.023687
4;9;14;1.000000;1.809715;0.062404;-682.635451;-657.978649;3.016296;0.696620;0.007597;2.188060;11.616121;0.020446
4;10;15;1.000000;2.788413;0.099586;-675.929361;-649.511359;3.016296;0.753923;0.007520;2.196359;9.909917;0.041973
4;11;16;1.000000;1.923210;0.071230;-673.400552;-645.221350;3.016296;0.797753;0.007833;2.160301;10.131803;0.038265
4;12;17;1.000000;1.907304;0.073358;-671.470988;-641.530586;3.016296;0.792205;0.007808;2.153298;10.219981;0.036881
5;2;8;1.000000;3.366147;0.096176;-681.924450;-667.834849;2.828683;0.714968;0.008971;2.058189;7.520111;0.184742
5;3;9;1.000000;3.398255;0.099949;-680.020389;-664.169588;2.828683;0.738950;0.008634;2.061163;7.917183;0.160859
5;4;10;1.000000;2.933536;0.088895;-685.694350;-668.082349;2.828683;0.685047;0.007561;2.199567;9.097388;0.105242
5;5;11;1.000000;1.692347;0.052886;-694.871845;-675.498644;2.828683;0.644420;0.006915;2.310175;11.096187;0.049506
5;6;12;1.000000;2.849866;0.091931;-682.164003;-661.029602;2.828683;0.736102;0.007784;2.223365;9.995121;0.075374
5;7;13;1.000000;1.720239;0.057341;-689.045126;-666.149524;2.828683;0.682705;0.007247;2.261894;11.686201;0.039350
5;8;14;1.000000;1.685765;0.058130;-688.308092;-663.651291;2.828683;0.656750;0.006987;2.305785;10.794622;0.055608
5;9;15;1.000000;1.728307;0.061725;-684.090766;-657.672764;2.828683;0.685085;0.007235;2.238181;11.649969;0.039912
5;10;16;1.000000;1.800099;0.066670;-679.766386;-651.587184;2.828683;0.703351;0.007589;2.174269;11.516633;0.042046
5;11;17;1.000000;1.922903;0.073958;-670.621877;-640.681475;2.828683;0.771234;0.008142;2.124371;10.473467;0.062879
6;2;9;1.000000;3.083926;0.090704;-680.516535;-664.665734;3.079794;0.771604;0.009203;2.056749;8.269121;0.219042
6;3;10;1.000000;3.077374;0.093254;-677.021784;-659.409783;3.079794;0.789183;0.009482;1.993474;7.833868;0.250529
6;4;11;1.000000;2.823484;0.088234;-684.335808;-664.962606;3.079794;0.728994;0.007571;2.207456;10.069190;0.121768
6;5;12;1.000000;1.873858;0.060447;-689.617159;-668.482758;3.079794;0.661358;0.007472;2.215056;12.468469;0.052298
6;6;13;1.000000;2.841712;0.094724;-680.845722;-657.950120;3.079794;0.721377;0.007495;2.246341;10.101130;0.120457
6;7;14;1.000000;1.908342;0.065805;-678.730212;-654.073410;3.079794;0.793985;0.007547;2.225467;10.595620;0.101708
6;8;15;1.000000;2.788869;0.099602;-675.579579;-649.161577;3.079794;0.765231;0.007634;2.195249;10.425780;0.107829
6;9;16;1.000000;1.951643;0.072283;-676.200940;-648.021738;3.079794;0.702857;0.008161;2.148245;10.144198;0.118709
6;10;17;1.000000;1.749956;0.067306;-679.632679;-649.692277;3.079794;0.684618;0.007427;2.235878;11.337828;0.078480
7;2;10;1.000000;2.877472;0.087196;-686.413424;-668.801423;2.850126;0.719165;0.007735;2.235716;10.000387;0.188552
7;4;12;1.000000;2.850487;0.091951;-682.118755;-660.984353;2.850126;0.735008;0.007794;2.222148;10.135638;0.181016
7;5;13;1.000000;1.832382;0.061079;-685.905838;-663.010236;2.850126;0.707810;0.007651;2.107947;11.355381;0.123851
7;6;14;1.000000;2.838168;0.097868;-677.438579;-652.781777;2.850126;0.749540;0.007837;2.193776;10.127682;0.181453
7;7;15;1.000000;1.785949;0.063784;-683.417374;-656.999372;2.850126;0.698802;0.007494;2.177064;11.966676;0.101660
7;8;16;1.000000;2.802128;0.103783;-673.220290;-645.041088;2.850126;0.756941;0.007675;2.162417;10.220261;0.176431
7;9;17;1.000000;2.855593;0.109830;-670.904555;-640.964153;2.850126;0.725240;0.007700;2.141826;9.652963;0.209107
8;2;11;1.000000;2.842004;0.088813;-683.623224;-664.250023;2.810313;0.744827;0.007863;2.201146;10.417825;0.236915
8;3;12;1.000000;2.850299;0.091945;-682.767333;-661.632931;2.810313;0.722457;0.007547;2.238468;10.510990;0.230975
8;4;13;1.000000;2.830346;0.094345;-678.874056;-655.978455;2.810313;0.758996;0.007887;2.172097;10.383844;0.239112
8;5;14;1.000000;1.752509;0.060431;-685.935165;-661.278363;2.810313;0.688155;0.007415;2.203796;12.004709;0.150994
8;6;15;1.000000;2.853486;0.101910;-674.800936;-648.382934;2.810313;0.753304;0.008054;2.178925;10.370633;0.239970
8;7;16;1.000000;2.791819;0.103401;-673.285313;-645.106111;2.810313;0.765537;0.007687;2.173053;10.733551;0.217258
8;8;17;1.000000;1.924151;0.074006;-672.208397;-642.267995;2.810313;0.801781;0.007682;2.198310;10.720172;0.218064
9;2;12;1.000000;2.824557;0.091115;-680.930166;-659.795765;2.712238;0.763339;0.007794;2.172230;11.745108;0.228063
9;3;13;1.000000;2.809942;0.093665;-680.004229;-657.108628;2.712238;0.744629;0.007629;2.214413;11.961553;0.215485
9;4;14;1.000000;2.807736;0.096818;-678.154580;-653.497779;2.712238;0.745286;0.007569;2.198890;12.053243;0.210324
9;5;15;1.000000;1.903472;0.067981;-679.634197;-653.216195;2.712238;0.721294;0.007909;2.081417;12.555964;0.183749
9;6;16;1.000000;1.920498;0.071130;-673.491104;-645.311902;2.712238;0.783185;0.007932;2.172306;12.127655;0.206208
9;7;17;1.000000;2.678152;0.103006;-666.962571;-637.022169;2.712238;0.870276;0.008495;2.054845;11.270271;0.257637
10;2;13;1.000000;2.812208;0.093740;-679.154946;-656.259344;2.677490;0.771285;0.007847;2.192136;11.891407;0.292390
10;3;14;1.000000;1.902174;0.065592;-678.128265;-653.471464;2.677490;0.807387;0.007628;2.175065;12.643748;0.244278
10;4;15;1.000000;1.814033;0.064787;-680.760769;-654.342767;2.677490;0.701730;0.007720;2.165194;12.927150;0.227774
10;5;16;1.000000;1.817305;0.067308;-682.292970;-654.113768;2.677490;0.686097;0.007342;2.219632;13.742296;0.185074
10;6;17;1.000000;1.966818;0.075647;-673.333411;-643.393009;2.677490;0.701355;0.008026;2.047460;12.639963;0.244504
11;2;14;1.000000;2.802664;0.096644;-676.918230;-652.261428;3.247310;0.777610;0.007864;2.187494;12.744891;0.310326
11;3;15;1.000000;1.930583;0.068949;-674.533528;-648.115526;3.247310;0.782365;0.008066;2.114880;13.440258;0.265526
11;4;16;1.000000;1.910570;0.070762;-673.713924;-645.534723;3.247310;0.798226;0.007758;2.167823;13.600146;0.255914
11;5;17;1.000000;1.865276;0.071741;-676.946171;-647.005769;3.247310;0.715911;0.007850;2.133440;13.318014;0.273049
12;2;15;1.000000;2.792211;0.099722;-674.501047;-648.083045;3.395431;0.784287;0.007868;2.175834;13.095532;0.362135
12;3;16;1.000000;1.990908;0.073737;-675.322666;-647.143464;3.395431;0.694151;0.008240;2.129722;12.986978;0.369988
12;4;17;1.000000;1.931017;0.074270;-670.615411;-640.675009;3.395431;0.781764;0.008073;2.125591;15.036576;0.239442
13;2;16;1.000000;2.766828;0.102475;-671.719728;-643.540526;3.244191;0.773504;0.008150;2.160585;12.462001;0.490172
13;3;17;1.000000;1.899006;0.073039;-671.472401;-641.531999;3.244191;0.781480;0.007916;2.160225;15.114244;0.300275
14;2;17;1.000000;1.652402;0.063554;-683.072007;-653.131605;3.126018;0.643801;0.007015;2.351257;13.536920;0.484749
